release_year,product,dataset_id,geography_level,geography_vintage,measure_id,display_name,exact_definition,target_population,eligibility,data_value_type,brfss_source_year,carried_forward_flag,predecessor,exact_copy_percentage,common_geography_count,coverage_change,poststratification_population_base,confidence_interval_method_era,definition_comparability,geography_population_comparability,documentation_source,verification_note,carry_forward_classification,comparability_breaks
2021,PLACES,pqpp-u99h,county,county geography; vintage to verify,MHLTH,Frequent mental distress,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2019,False,,,,none documented in preliminary map,annual county population estimate,pre-2023,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,
2021,PLACES,pqpp-u99h,county,county geography; vintage to verify,OBESITY,Obesity,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2019,False,,,,none documented in preliminary map,annual county population estimate,pre-2023,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,
2021,PLACES,pqpp-u99h,county,county geography; vintage to verify,PHLTH,Frequent physical distress,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2019,False,,,,none documented in preliminary map,annual county population estimate,pre-2023,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,
2021,PLACES,373s-ayzu,tract,2010 Census tracts,CANCER,Cancer (except skin cancer),Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2019,False,,,,none documented in preliminary map,2010 Census fixed subcounty population,pre-2023,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,
2021,PLACES,373s-ayzu,tract,2010 Census tracts,COLON_SCREEN,Colorectal cancer screening,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,ages 45-75 in 2024/2025; historical age rule requires release-specific definition verification,Crude prevalence,2018,True,2020:COLON_SCREEN,,,none documented in preliminary map,2010 Census fixed subcounty population,pre-2023,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",ambiguous,
2021,PLACES,373s-ayzu,tract,2010 Census tracts,DIABETES,Diagnosed diabetes,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2019,False,,,,none documented in preliminary map,2010 Census fixed subcounty population,pre-2023,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,
2021,PLACES,373s-ayzu,tract,2010 Census tracts,HIGHCHOL,High cholesterol,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2019,False,,,,none documented in preliminary map,2010 Census fixed subcounty population,pre-2023,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,
2021,PLACES,373s-ayzu,tract,2010 Census tracts,MAMMOUSE,Mammography,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,female screening-eligible population; exact age rule requires release-specific verification,Crude prevalence,2018,True,2020:MAMMOUSE,,,none documented in preliminary map,2010 Census fixed subcounty population,pre-2023,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",ambiguous,
2021,PLACES,373s-ayzu,tract,2010 Census tracts,MHLTH,Frequent mental distress,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2019,False,,,,none documented in preliminary map,2010 Census fixed subcounty population,pre-2023,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,
2021,PLACES,373s-ayzu,tract,2010 Census tracts,OBESITY,Obesity,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2019,False,,,,none documented in preliminary map,2010 Census fixed subcounty population,pre-2023,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,
2021,PLACES,373s-ayzu,tract,2010 Census tracts,PHLTH,Frequent physical distress,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2019,False,,,,none documented in preliminary map,2010 Census fixed subcounty population,pre-2023,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,
2022,PLACES,duw2-7jbt,county,county geography; vintage to verify,CANCER,Cancer (except skin cancer),Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2020,False,,,,none documented in preliminary map,annual county population estimate,pre-2023,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,
2022,PLACES,duw2-7jbt,county,county geography; vintage to verify,COLON_SCREEN,Colorectal cancer screening,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,ages 45-75 in 2024/2025; historical age rule requires release-specific definition verification,Crude prevalence,2020,False,,,,none documented in preliminary map,annual county population estimate,pre-2023,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,
2022,PLACES,duw2-7jbt,county,county geography; vintage to verify,DIABETES,Diagnosed diabetes,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2020,False,,,,none documented in preliminary map,annual county population estimate,pre-2023,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,
2022,PLACES,duw2-7jbt,county,county geography; vintage to verify,HIGHCHOL,High cholesterol,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2019,True,2021:HIGHCHOL,,,none documented in preliminary map,annual county population estimate,pre-2023,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",ambiguous,
2022,PLACES,duw2-7jbt,county,county geography; vintage to verify,MAMMOUSE,Mammography,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,female screening-eligible population; exact age rule requires release-specific verification,Crude prevalence,2020,False,,,,none documented in preliminary map,annual county population estimate,pre-2023,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,
2022,PLACES,duw2-7jbt,county,county geography; vintage to verify,MHLTH,Frequent mental distress,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2020,False,,,,none documented in preliminary map,annual county population estimate,pre-2023,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,
2022,PLACES,duw2-7jbt,county,county geography; vintage to verify,OBESITY,Obesity,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2020,False,,,,none documented in preliminary map,annual county population estimate,pre-2023,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,
2022,PLACES,duw2-7jbt,county,county geography; vintage to verify,PHLTH,Frequent physical distress,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2020,False,,,,none documented in preliminary map,annual county population estimate,pre-2023,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,
2022,PLACES,nw2y-v4gm,tract,2010 Census tracts,CANCER,Cancer (except skin cancer),Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2020,False,,,,none documented in preliminary map,2010 Census fixed subcounty population,pre-2023,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,
2022,PLACES,nw2y-v4gm,tract,2010 Census tracts,COLON_SCREEN,Colorectal cancer screening,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,ages 45-75 in 2024/2025; historical age rule requires release-specific definition verification,Crude prevalence,2020,False,,,,none documented in preliminary map,2010 Census fixed subcounty population,pre-2023,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,
2022,PLACES,nw2y-v4gm,tract,2010 Census tracts,DIABETES,Diagnosed diabetes,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2020,False,,,,none documented in preliminary map,2010 Census fixed subcounty population,pre-2023,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,
2022,PLACES,nw2y-v4gm,tract,2010 Census tracts,HIGHCHOL,High cholesterol,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2019,True,2021:HIGHCHOL,,,none documented in preliminary map,2010 Census fixed subcounty population,pre-2023,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",ambiguous,
2022,PLACES,nw2y-v4gm,tract,2010 Census tracts,MAMMOUSE,Mammography,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,female screening-eligible population; exact age rule requires release-specific verification,Crude prevalence,2020,False,,,,none documented in preliminary map,2010 Census fixed subcounty population,pre-2023,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,
2022,PLACES,nw2y-v4gm,tract,2010 Census tracts,MHLTH,Frequent mental distress,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2020,False,,,,none documented in preliminary map,2010 Census fixed subcounty population,pre-2023,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,
2022,PLACES,nw2y-v4gm,tract,2010 Census tracts,OBESITY,Obesity,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2020,False,,,,none documented in preliminary map,2010 Census fixed subcounty population,pre-2023,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,
2022,PLACES,nw2y-v4gm,tract,2010 Census tracts,PHLTH,Frequent physical distress,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2020,False,,,,none documented in preliminary map,2010 Census fixed subcounty population,pre-2023,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,
2023,PLACES,h3ej-a9ec,county,county geography; vintage to verify,CANCER,Cancer (except skin cancer),Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2021,False,,,,none documented in preliminary map,annual county population estimate,2023+ revised simulation/random-effect treatment,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,confidence-interval-method
2023,PLACES,h3ej-a9ec,county,county geography; vintage to verify,COLON_SCREEN,Colorectal cancer screening,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,ages 45-75 in 2024/2025; historical age rule requires release-specific definition verification,Crude prevalence,2020,True,2022:COLON_SCREEN,,,none documented in preliminary map,annual county population estimate,2023+ revised simulation/random-effect treatment,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",ambiguous,confidence-interval-method
2023,PLACES,h3ej-a9ec,county,county geography; vintage to verify,DIABETES,Diagnosed diabetes,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2021,False,,,,none documented in preliminary map,annual county population estimate,2023+ revised simulation/random-effect treatment,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,confidence-interval-method
2023,PLACES,h3ej-a9ec,county,county geography; vintage to verify,HIGHCHOL,High cholesterol,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2021,False,,,,none documented in preliminary map,annual county population estimate,2023+ revised simulation/random-effect treatment,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,confidence-interval-method
2023,PLACES,h3ej-a9ec,county,county geography; vintage to verify,MAMMOUSE,Mammography,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,female screening-eligible population; exact age rule requires release-specific verification,Crude prevalence,2020,True,2022:MAMMOUSE,,,none documented in preliminary map,annual county population estimate,2023+ revised simulation/random-effect treatment,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",ambiguous,confidence-interval-method
2023,PLACES,h3ej-a9ec,county,county geography; vintage to verify,MHLTH,Frequent mental distress,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2021,False,,,,none documented in preliminary map,annual county population estimate,2023+ revised simulation/random-effect treatment,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,confidence-interval-method
2023,PLACES,h3ej-a9ec,county,county geography; vintage to verify,OBESITY,Obesity,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2021,False,,,,none documented in preliminary map,annual county population estimate,2023+ revised simulation/random-effect treatment,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,confidence-interval-method
2023,PLACES,h3ej-a9ec,county,county geography; vintage to verify,PHLTH,Frequent physical distress,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2021,False,,,,none documented in preliminary map,annual county population estimate,2023+ revised simulation/random-effect treatment,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,confidence-interval-method
2023,PLACES,em5e-5hvn,tract,2010 Census tracts,CANCER,Cancer (except skin cancer),Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2021,False,,,,none documented in preliminary map,2010 Census fixed subcounty population,2023+ revised simulation/random-effect treatment,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,confidence-interval-method
2023,PLACES,em5e-5hvn,tract,2010 Census tracts,COLON_SCREEN,Colorectal cancer screening,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,ages 45-75 in 2024/2025; historical age rule requires release-specific definition verification,Crude prevalence,2020,True,2022:COLON_SCREEN,,,none documented in preliminary map,2010 Census fixed subcounty population,2023+ revised simulation/random-effect treatment,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",ambiguous,confidence-interval-method
2023,PLACES,em5e-5hvn,tract,2010 Census tracts,DIABETES,Diagnosed diabetes,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2021,False,,,,none documented in preliminary map,2010 Census fixed subcounty population,2023+ revised simulation/random-effect treatment,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,confidence-interval-method
2023,PLACES,em5e-5hvn,tract,2010 Census tracts,HIGHCHOL,High cholesterol,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2021,False,,,,none documented in preliminary map,2010 Census fixed subcounty population,2023+ revised simulation/random-effect treatment,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,confidence-interval-method
2023,PLACES,em5e-5hvn,tract,2010 Census tracts,MAMMOUSE,Mammography,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,female screening-eligible population; exact age rule requires release-specific verification,Crude prevalence,2020,True,2022:MAMMOUSE,,,none documented in preliminary map,2010 Census fixed subcounty population,2023+ revised simulation/random-effect treatment,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",ambiguous,confidence-interval-method
2023,PLACES,em5e-5hvn,tract,2010 Census tracts,MHLTH,Frequent mental distress,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2021,False,,,,none documented in preliminary map,2010 Census fixed subcounty population,2023+ revised simulation/random-effect treatment,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,confidence-interval-method
2023,PLACES,em5e-5hvn,tract,2010 Census tracts,OBESITY,Obesity,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2021,False,,,,none documented in preliminary map,2010 Census fixed subcounty population,2023+ revised simulation/random-effect treatment,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,confidence-interval-method
2023,PLACES,em5e-5hvn,tract,2010 Census tracts,PHLTH,Frequent physical distress,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2021,False,,,,none documented in preliminary map,2010 Census fixed subcounty population,2023+ revised simulation/random-effect treatment,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,confidence-interval-method
2024,PLACES,fu4u-a9bh,county,county geography; vintage to verify,CANCER,Cancer (except skin cancer),Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2022,False,,,,none documented in preliminary map,annual county population estimate,2023+ revised simulation/random-effect treatment,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,
2024,PLACES,fu4u-a9bh,county,county geography; vintage to verify,COLON_SCREEN,Colorectal cancer screening,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,ages 45-75 in 2024/2025; historical age rule requires release-specific definition verification,Crude prevalence,2022,False,,,,none documented in preliminary map,annual county population estimate,2023+ revised simulation/random-effect treatment,break,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,target-population-or-eligibility;measure-definition
2024,PLACES,fu4u-a9bh,county,county geography; vintage to verify,DIABETES,Diagnosed diabetes,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2022,False,,,,none documented in preliminary map,annual county population estimate,2023+ revised simulation/random-effect treatment,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,
2024,PLACES,fu4u-a9bh,county,county geography; vintage to verify,HIGHCHOL,High cholesterol,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2021,True,2023:HIGHCHOL,,,none documented in preliminary map,annual county population estimate,2023+ revised simulation/random-effect treatment,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",ambiguous,
2024,PLACES,fu4u-a9bh,county,county geography; vintage to verify,MAMMOUSE,Mammography,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,female screening-eligible population; exact age rule requires release-specific verification,Crude prevalence,2022,False,,,,none documented in preliminary map,annual county population estimate,2023+ revised simulation/random-effect treatment,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,
2024,PLACES,fu4u-a9bh,county,county geography; vintage to verify,MHLTH,Frequent mental distress,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2022,False,,,,none documented in preliminary map,annual county population estimate,2023+ revised simulation/random-effect treatment,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,
2024,PLACES,fu4u-a9bh,county,county geography; vintage to verify,OBESITY,Obesity,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2022,False,,,,none documented in preliminary map,annual county population estimate,2023+ revised simulation/random-effect treatment,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,
2024,PLACES,fu4u-a9bh,county,county geography; vintage to verify,PHLTH,Frequent physical distress,Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2022,False,,,,none documented in preliminary map,annual county population estimate,2023+ revised simulation/random-effect treatment,unresolved,unresolved,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,
2024,PLACES,ai6z-tcin,tract,2020 Census tracts,CANCER,Cancer (except skin cancer),Deferred to Stage 0B measure-definition table; identifier/source-year mapping only in preliminary crosswalk.,Adults; measure-specific eligibility applies,measure-specific; unresolved here,Crude prevalence,2022,False,,,,2010-to-2020 Census tract vintage transition,2020 Census fixed subcounty population,2023+ revised simulation/random-effect treatment,unresolved,break,CDC release metadata/release notes + C013 frozen prosecution,"Source-year mapping documented; exact definition, exact-copy percentage and common-geography diagnostics deliberately not inferred before Stage 0B.",new source wave,geography-or-vintage;poststratification-basis
